university_admission_code,university_code,university_name,institution_type,region,province,major_group_code,major_group_name,submajor_code,submajor_name,major_admission_code,major_code,major_name,admission_method,subject_combination,combination_group,cutoff_score,score_scale,cutoff_score_30,is_scale_40,weighted_subject,weighted_subject_factor,gender_requirement,honors_program,campus,cutoff_2021,cutoff_2022,cutoff_2023,cutoff_2024,years_observed,cutoff_avg_recent,cutoff_std_recent,cutoff_trend,history_ambiguous,job_category,mapping_basis,mapping_confidence,job_demand_level,job_posting_count,job_avg_salary_million,job_median_salary_million,job_avg_experience_months,note
NTH,NTH,Trường Đại học Ngoại thương,,,,,Kinh tế - Quản trị kinh doanh - Thương Mại,,,KDQH2.4,KDQH2.4,Chương trình ĐHNNQT Kinh doanh số,THPTQG,A00,A,28.1,30,28.1,False,,,,,,,,,28.1,1,28.1,,Không đủ dữ liệu,False,sản_xuất_lao_động_phổ_thông_cơ_khí,major_name_keyword,high,Rất cao,6341.0,14.25411899313501,12.5,15.09746096830153,
NTH,NTH,Trường Đại học Ngoại thương,,,,,Kế toán - Kiểm toán,,,KDQH4.1,KDQH4.1,Chương trình tiên tiến i-Hons hợp tác với Đại học Queensland về Kinh doanh quốc tế và Phân tích dữ liệu kinh doanh,THPTQG,A00,A,28.1,30,28.1,False,,,,,,,,,28.1,1,28.1,,Không đủ dữ liệu,False,sản_xuất_lao_động_phổ_thông_cơ_khí,major_name_keyword,high,Rất cao,6341.0,14.25411899313501,12.5,15.09746096830153,
NTH,NTH,Trường Đại học Ngoại thương,,,,,Kế toán - Kiểm toán,,,KDQH4.1,KDQH4.1,Chương trình tiên tiến i-Hons hợp tác với Đại học Queensland về Kinh doanh quốc tế và Phân tích dữ liệu kinh doanh,THPTQG,A01,A,27.6,30,27.6,False,,,,,,,,,27.6,1,27.6,,Không đủ dữ liệu,False,sản_xuất_lao_động_phổ_thông_cơ_khí,major_name_keyword,high,Rất cao,6341.0,14.25411899313501,12.5,15.09746096830153,
NTH,NTH,Trường Đại học Ngoại thương,,,,,Kế toán - Kiểm toán,,,KDQH4.1,KDQH4.1,Chương trình tiên tiến i-Hons hợp tác với Đại học Queensland về Kinh doanh quốc tế và Phân tích dữ liệu kinh doanh,THPTQG,D01,D,27.6,30,27.6,False,,,,,,,,,27.6,1,27.6,,Không đủ dữ liệu,False,sản_xuất_lao_động_phổ_thông_cơ_khí,major_name_keyword,high,Rất cao,6341.0,14.25411899313501,12.5,15.09746096830153,
NTH,NTH,Trường Đại học Ngoại thương,,,,,Kế toán - Kiểm toán,,,KDQH4.1,KDQH4.1,Chương trình tiên tiến i-Hons hợp tác với Đại học Queensland về Kinh doanh quốc tế và Phân tích dữ liệu kinh doanh,THPTQG,D02,D,27.6,30,27.6,False,,,,,,,,,27.6,1,27.6,,Không đủ dữ liệu,False,sản_xuất_lao_động_phổ_thông_cơ_khí,major_name_keyword,high,Rất cao,6341.0,14.25411899313501,12.5,15.09746096830153,
NTH,NTH,Trường Đại học Ngoại thương,,,,,Kế toán - Kiểm toán,,,KDQH4.1,KDQH4.1,Chương trình tiên tiến i-Hons hợp tác với Đại học Queensland về Kinh doanh quốc tế và Phân tích dữ liệu kinh doanh,THPTQG,D03,D,27.6,30,27.6,False,,,,,,,,,27.6,1,27.6,,Không đủ dữ liệu,False,sản_xuất_lao_động_phổ_thông_cơ_khí,major_name_keyword,high,Rất cao,6341.0,14.25411899313501,12.5,15.09746096830153,
NTH,NTH,Trường Đại học Ngoại thương,,,,,Kế toán - Kiểm toán,,,KDQH4.1,KDQH4.1,Chương trình tiên tiến i-Hons hợp tác với Đại học Queensland về Kinh doanh quốc tế và Phân tích dữ liệu kinh doanh,THPTQG,D04,D,27.6,30,27.6,False,,,,,,,,,27.6,1,27.6,,Không đủ dữ liệu,False,sản_xuất_lao_động_phổ_thông_cơ_khí,major_name_keyword,high,Rất cao,6341.0,14.25411899313501,12.5,15.09746096830153,
NTH,NTH,Trường Đại học Ngoại thương,,,,,Kế toán - Kiểm toán,,,KDQH4.1,KDQH4.1,Chương trình tiên tiến i-Hons hợp tác với Đại học Queensland về Kinh doanh quốc tế và Phân tích dữ liệu kinh doanh,THPTQG,D06,D,27.6,30,27.6,False,,,,,,,,,27.6,1,27.6,,Không đủ dữ liệu,False,sản_xuất_lao_động_phổ_thông_cơ_khí,major_name_keyword,high,Rất cao,6341.0,14.25411899313501,12.5,15.09746096830153,
NTH,NTH,Trường Đại học Ngoại thương,,,,,Kế toán - Kiểm toán,,,KDQH4.1,KDQH4.1,Chương trình tiên tiến i-Hons hợp tác với Đại học Queensland về Kinh doanh quốc tế và Phân tích dữ liệu kinh doanh,THPTQG,D07,D,27.6,30,27.6,False,,,,,,,,,27.6,1,27.6,,Không đủ dữ liệu,False,sản_xuất_lao_động_phổ_thông_cơ_khí,major_name_keyword,high,Rất cao,6341.0,14.25411899313501,12.5,15.09746096830153,
NTH,NTH,Trường Đại học Ngoại thương,,,,,Công nghệ thông tin - Tin học,,,KHMH2.1,KHMH2.1,Chương trình ĐHNNQT Khoa học máy tính và dữ liệu trong kinh tế và kinh doanh,THPTQG,A00,A,27.2,30,27.2,False,,,,,,,,,27.2,1,27.2,,Không đủ dữ liệu,False,sản_xuất_lao_động_phổ_thông_cơ_khí,major_name_keyword,high,Rất cao,6341.0,14.25411899313501,12.5,15.09746096830153,
NTH,NTH,Trường Đại học Ngoại thương,,,,,Công nghệ thông tin - Tin học,,,KHMH2.1,KHMH2.1,Chương trình ĐHNNQT Khoa học máy tính và dữ liệu trong kinh tế và kinh doanh,THPTQG,A01,A,27.2,30,27.2,False,,,,,,,,,27.2,1,27.2,,Không đủ dữ liệu,False,sản_xuất_lao_động_phổ_thông_cơ_khí,major_name_keyword,high,Rất cao,6341.0,14.25411899313501,12.5,15.09746096830153,
NTH,NTH,Trường Đại học Ngoại thương,,,,,Công nghệ thông tin - Tin học,,,KHMH2.1,KHMH2.1,Chương trình ĐHNNQT Khoa học máy tính và dữ liệu trong kinh tế và kinh doanh,THPTQG,D07,D,27.2,30,27.2,False,,,,,,,,,27.2,1,27.2,,Không đủ dữ liệu,False,sản_xuất_lao_động_phổ_thông_cơ_khí,major_name_keyword,high,Rất cao,6341.0,14.25411899313501,12.5,15.09746096830153,
NTH,NTH,Trường Đại học Ngoại thương,,,,,Kinh tế - Quản trị kinh doanh - Thương Mại,,,KTCH2.1,KTCH2.1,Chương trình ĐHPTQT Kinh tế chính trị quốc tế,THPTQG,A00,A,27.2,30,27.2,False,,,,,,,,,27.2,1,27.2,,Không đủ dữ liệu,False,sản_xuất_lao_động_phổ_thông_cơ_khí,major_name_keyword,high,Rất cao,6341.0,14.25411899313501,12.5,15.09746096830153,
NTH,NTH,Trường Đại học Ngoại thương,,,,,Kinh tế - Quản trị kinh doanh - Thương Mại,,,KTCH2.1,KTCH2.1,Chương trình ĐHPTQT Kinh tế chính trị quốc tế,THPTQG,A01,A,26.7,30,26.7,False,,,,,,,,,26.7,1,26.7,,Không đủ dữ liệu,False,sản_xuất_lao_động_phổ_thông_cơ_khí,major_name_keyword,high,Rất cao,6341.0,14.25411899313501,12.5,15.09746096830153,
NTH,NTH,Trường Đại học Ngoại thương,,,,,Kinh tế - Quản trị kinh doanh - Thương Mại,,,KTCH2.1,KTCH2.1,Chương trình ĐHPTQT Kinh tế chính trị quốc tế,THPTQG,D01,D,26.7,30,26.7,False,,,,,,,,,26.7,1,26.7,,Không đủ dữ liệu,False,sản_xuất_lao_động_phổ_thông_cơ_khí,major_name_keyword,high,Rất cao,6341.0,14.25411899313501,12.5,15.09746096830153,
NTH,NTH,Trường Đại học Ngoại thương,,,,,Kinh tế - Quản trị kinh doanh - Thương Mại,,,KTCH2.1,KTCH2.1,Chương trình ĐHPTQT Kinh tế chính trị quốc tế,THPTQG,D07,D,26.7,30,26.7,False,,,,,,,,,26.7,1,26.7,,Không đủ dữ liệu,False,sản_xuất_lao_động_phổ_thông_cơ_khí,major_name_keyword,high,Rất cao,6341.0,14.25411899313501,12.5,15.09746096830153,
NTH,NTH,Trường Đại học Ngoại thương,,,,,Ngoại thương - Xuất nhập khẩu - Kinh Tế quốc tế,,,KTEH1.1,KTEH1.1,Chương trình tiêu chuẩn Kinh tế đối ngoại,THPTQG,A00,A,28.0,30,28.0,False,,,,,,,,,28.0,1,28.0,,Không đủ dữ liệu,False,sản_xuất_lao_động_phổ_thông_cơ_khí,major_name_keyword,high,Rất cao,6341.0,14.25411899313501,12.5,15.09746096830153,
NTH,NTH,Trường Đại học Ngoại thương,,,,,Ngoại thương - Xuất nhập khẩu - Kinh Tế quốc tế,,,KTEH1.1,KTEH1.1,Chương trình tiêu chuẩn Kinh tế đối ngoại,THPTQG,A01,A,27.5,30,27.5,False,,,,,,,,,27.5,1,27.5,,Không đủ dữ liệu,False,sản_xuất_lao_động_phổ_thông_cơ_khí,major_name_keyword,high,Rất cao,6341.0,14.25411899313501,12.5,15.09746096830153,
NTH,NTH,Trường Đại học Ngoại thương,,,,,Ngoại thương - Xuất nhập khẩu - Kinh Tế quốc tế,,,KTEH1.1,KTEH1.1,Chương trình tiêu chuẩn Kinh tế đối ngoại,THPTQG,D01,D,27.5,30,27.5,False,,,,,,,,,27.5,1,27.5,,Không đủ dữ liệu,False,sản_xuất_lao_động_phổ_thông_cơ_khí,major_name_keyword,high,Rất cao,6341.0,14.25411899313501,12.5,15.09746096830153,
NTH,NTH,Trường Đại học Ngoại thương,,,,,Ngoại thương - Xuất nhập khẩu - Kinh Tế quốc tế,,,KTEH1.1,KTEH1.1,Chương trình tiêu chuẩn Kinh tế đối ngoại,THPTQG,D02,D,27.5,30,27.5,False,,,,,,,,,27.5,1,27.5,,Không đủ dữ liệu,False,sản_xuất_lao_động_phổ_thông_cơ_khí,major_name_keyword,high,Rất cao,6341.0,14.25411899313501,12.5,15.09746096830153,
NTH,NTH,Trường Đại học Ngoại thương,,,,,Ngoại thương - Xuất nhập khẩu - Kinh Tế quốc tế,,,KTEH1.1,KTEH1.1,Chương trình tiêu chuẩn Kinh tế đối ngoại,THPTQG,D03,D,27.5,30,27.5,False,,,,,,,,,27.5,1,27.5,,Không đủ dữ liệu,False,sản_xuất_lao_động_phổ_thông_cơ_khí,major_name_keyword,high,Rất cao,6341.0,14.25411899313501,12.5,15.09746096830153,
NTH,NTH,Trường Đại học Ngoại thương,,,,,Ngoại thương - Xuất nhập khẩu - Kinh Tế quốc tế,,,KTEH1.1,KTEH1.1,Chương trình tiêu chuẩn Kinh tế đối ngoại,THPTQG,D04,D,27.5,30,27.5,False,,,,,,,,,27.5,1,27.5,,Không đủ dữ liệu,False,sản_xuất_lao_động_phổ_thông_cơ_khí,major_name_keyword,high,Rất cao,6341.0,14.25411899313501,12.5,15.09746096830153,
NTH,NTH,Trường Đại học Ngoại thương,,,,,Ngoại thương - Xuất nhập khẩu - Kinh Tế quốc tế,,,KTEH1.1,KTEH1.1,Chương trình tiêu chuẩn Kinh tế đối ngoại,THPTQG,D06,D,27.5,30,27.5,False,,,,,,,,,27.5,1,27.5,,Không đủ dữ liệu,False,sản_xuất_lao_động_phổ_thông_cơ_khí,major_name_keyword,high,Rất cao,6341.0,14.25411899313501,12.5,15.09746096830153,
NTH,NTH,Trường Đại học Ngoại thương,,,,,Ngoại thương - Xuất nhập khẩu - Kinh Tế quốc tế,,,KTEH1.1,KTEH1.1,Chương trình tiêu chuẩn Kinh tế đối ngoại,THPTQG,D07,D,27.5,30,27.5,False,,,,,,,,,27.5,1,27.5,,Không đủ dữ liệu,False,sản_xuất_lao_động_phổ_thông_cơ_khí,major_name_keyword,high,Rất cao,6341.0,14.25411899313501,12.5,15.09746096830153,
NTH,NTH,Trường Đại học Ngoại thương,,,,,Kế toán - Kiểm toán,,,KTEH1.2,KTEH1.2,Chương trình tiêu chuẩn Thương mại quốc tế,THPTQG,A00,A,28.0,30,28.0,False,,,,,,,,,28.0,1,28.0,,Không đủ dữ liệu,False,sản_xuất_lao_động_phổ_thông_cơ_khí,major_name_keyword,high,Rất cao,6341.0,14.25411899313501,12.5,15.09746096830153,
NTH,NTH,Trường Đại học Ngoại thương,,,,,Kế toán - Kiểm toán,,,KTEH1.2,KTEH1.2,Chương trình tiêu chuẩn Thương mại quốc tế,THPTQG,A01,A,27.5,30,27.5,False,,,,,,,,,27.5,1,27.5,,Không đủ dữ liệu,False,sản_xuất_lao_động_phổ_thông_cơ_khí,major_name_keyword,high,Rất cao,6341.0,14.25411899313501,12.5,15.09746096830153,
NTH,NTH,Trường Đại học Ngoại thương,,,,,Kế toán - Kiểm toán,,,KTEH1.2,KTEH1.2,Chương trình tiêu chuẩn Thương mại quốc tế,THPTQG,D01,D,27.5,30,27.5,False,,,,,,,,,27.5,1,27.5,,Không đủ dữ liệu,False,sản_xuất_lao_động_phổ_thông_cơ_khí,major_name_keyword,high,Rất cao,6341.0,14.25411899313501,12.5,15.09746096830153,
NTH,NTH,Trường Đại học Ngoại thương,,,,,Kế toán - Kiểm toán,,,KTEH1.2,KTEH1.2,Chương trình tiêu chuẩn Thương mại quốc tế,THPTQG,D02,D,27.5,30,27.5,False,,,,,,,,,27.5,1,27.5,,Không đủ dữ liệu,False,sản_xuất_lao_động_phổ_thông_cơ_khí,major_name_keyword,high,Rất cao,6341.0,14.25411899313501,12.5,15.09746096830153,
NTH,NTH,Trường Đại học Ngoại thương,,,,,Kế toán - Kiểm toán,,,KTEH1.2,KTEH1.2,Chương trình tiêu chuẩn Thương mại quốc tế,THPTQG,D03,D,27.5,30,27.5,False,,,,,,,,,27.5,1,27.5,,Không đủ dữ liệu,False,sản_xuất_lao_động_phổ_thông_cơ_khí,major_name_keyword,high,Rất cao,6341.0,14.25411899313501,12.5,15.09746096830153,
NTH,NTH,Trường Đại học Ngoại thương,,,,,Kế toán - Kiểm toán,,,KTEH1.2,KTEH1.2,Chương trình tiêu chuẩn Thương mại quốc tế,THPTQG,D04,D,27.5,30,27.5,False,,,,,,,,,27.5,1,27.5,,Không đủ dữ liệu,False,sản_xuất_lao_động_phổ_thông_cơ_khí,major_name_keyword,high,Rất cao,6341.0,14.25411899313501,12.5,15.09746096830153,
NTH,NTH,Trường Đại học Ngoại thương,,,,,Kế toán - Kiểm toán,,,KTEH1.2,KTEH1.2,Chương trình tiêu chuẩn Thương mại quốc tế,THPTQG,D06,D,27.5,30,27.5,False,,,,,,,,,27.5,1,27.5,,Không đủ dữ liệu,False,sản_xuất_lao_động_phổ_thông_cơ_khí,major_name_keyword,high,Rất cao,6341.0,14.25411899313501,12.5,15.09746096830153,
NTH,NTH,Trường Đại học Ngoại thương,,,,,Kế toán - Kiểm toán,,,KTEH1.2,KTEH1.2,Chương trình tiêu chuẩn Thương mại quốc tế,THPTQG,D07,D,27.5,30,27.5,False,,,,,,,,,27.5,1,27.5,,Không đủ dữ liệu,False,sản_xuất_lao_động_phổ_thông_cơ_khí,major_name_keyword,high,Rất cao,6341.0,14.25411899313501,12.5,15.09746096830153,
NTH,NTH,Trường Đại học Ngoại thương,,,,,Kế toán - Kiểm toán,,,KTEH2.1,KTEH2.1,Chương trình CLC Kinh tế đối ngoại,THPTQG,A01,A,27.5,30,27.5,False,,,,,,,,,27.5,1,27.5,,Không đủ dữ liệu,False,sản_xuất_lao_động_phổ_thông_cơ_khí,major_name_keyword,high,Rất cao,6341.0,14.25411899313501,12.5,15.09746096830153,
NTH,NTH,Trường Đại học Ngoại thương,,,,,Kế toán - Kiểm toán,,,KTEH2.1,KTEH2.1,Chương trình CLC Kinh tế đối ngoại,THPTQG,D01,D,27.5,30,27.5,False,,,,,,,,,27.5,1,27.5,,Không đủ dữ liệu,False,sản_xuất_lao_động_phổ_thông_cơ_khí,major_name_keyword,high,Rất cao,6341.0,14.25411899313501,12.5,15.09746096830153,
NTH,NTH,Trường Đại học Ngoại thương,,,,,Kế toán - Kiểm toán,,,KTEH2.1,KTEH2.1,Chương trình CLC Kinh tế đối ngoại,THPTQG,D02,D,27.5,30,27.5,False,,,,,,,,,27.5,1,27.5,,Không đủ dữ liệu,False,sản_xuất_lao_động_phổ_thông_cơ_khí,major_name_keyword,high,Rất cao,6341.0,14.25411899313501,12.5,15.09746096830153,
NTH,NTH,Trường Đại học Ngoại thương,,,,,Kế toán - Kiểm toán,,,KTEH2.1,KTEH2.1,Chương trình CLC Kinh tế đối ngoại,THPTQG,D03,D,27.5,30,27.5,False,,,,,,,,,27.5,1,27.5,,Không đủ dữ liệu,False,sản_xuất_lao_động_phổ_thông_cơ_khí,major_name_keyword,high,Rất cao,6341.0,14.25411899313501,12.5,15.09746096830153,
NTH,NTH,Trường Đại học Ngoại thương,,,,,Kế toán - Kiểm toán,,,KTEH2.1,KTEH2.1,Chương trình CLC Kinh tế đối ngoại,THPTQG,D04,D,27.5,30,27.5,False,,,,,,,,,27.5,1,27.5,,Không đủ dữ liệu,False,sản_xuất_lao_động_phổ_thông_cơ_khí,major_name_keyword,high,Rất cao,6341.0,14.25411899313501,12.5,15.09746096830153,
NTH,NTH,Trường Đại học Ngoại thương,,,,,Kế toán - Kiểm toán,,,KTEH2.1,KTEH2.1,Chương trình CLC Kinh tế đối ngoại,THPTQG,D06,D,27.5,30,27.5,False,,,,,,,,,27.5,1,27.5,,Không đủ dữ liệu,False,sản_xuất_lao_động_phổ_thông_cơ_khí,major_name_keyword,high,Rất cao,6341.0,14.25411899313501,12.5,15.09746096830153,
NTH,NTH,Trường Đại học Ngoại thương,,,,,Kế toán - Kiểm toán,,,KTEH2.1,KTEH2.1,Chương trình CLC Kinh tế đối ngoại,THPTQG,D07,D,27.5,30,27.5,False,,,,,,,,,27.5,1,27.5,,Không đủ dữ liệu,False,sản_xuất_lao_động_phổ_thông_cơ_khí,major_name_keyword,high,Rất cao,6341.0,14.25411899313501,12.5,15.09746096830153,
NTH,NTH,Trường Đại học Ngoại thương,,,,,Kế toán - Kiểm toán,,,KTEH2.1,KTEH2.1,Chương trình CLC Kinh tế đối ngoại,THPTQG,A00,A,28.0,30,28.0,False,,,,,,,,,28.0,1,28.0,,Không đủ dữ liệu,False,sản_xuất_lao_động_phổ_thông_cơ_khí,major_name_keyword,high,Rất cao,6341.0,14.25411899313501,12.5,15.09746096830153,
NTH,NTH,Trường Đại học Ngoại thương,,,,,Kế toán - Kiểm toán,,,KTEH4.1,KTEH4.1,Chương trình tiên tiến Kinh tế đối ngoại,THPTQG,A01,A,27.5,30,27.5,False,,,,,,,,,27.5,1,27.5,,Không đủ dữ liệu,False,sản_xuất_lao_động_phổ_thông_cơ_khí,major_name_keyword,high,Rất cao,6341.0,14.25411899313501,12.5,15.09746096830153,
NTH,NTH,Trường Đại học Ngoại thương,,,,,Kế toán - Kiểm toán,,,KTEH4.1,KTEH4.1,Chương trình tiên tiến Kinh tế đối ngoại,THPTQG,D01,D,27.5,30,27.5,False,,,,,,,,,27.5,1,27.5,,Không đủ dữ liệu,False,sản_xuất_lao_động_phổ_thông_cơ_khí,major_name_keyword,high,Rất cao,6341.0,14.25411899313501,12.5,15.09746096830153,
NTH,NTH,Trường Đại học Ngoại thương,,,,,Kế toán - Kiểm toán,,,KTEH4.1,KTEH4.1,Chương trình tiên tiến Kinh tế đối ngoại,THPTQG,D02,D,27.5,30,27.5,False,,,,,,,,,27.5,1,27.5,,Không đủ dữ liệu,False,sản_xuất_lao_động_phổ_thông_cơ_khí,major_name_keyword,high,Rất cao,6341.0,14.25411899313501,12.5,15.09746096830153,
NTH,NTH,Trường Đại học Ngoại thương,,,,,Kế toán - Kiểm toán,,,KTEH4.1,KTEH4.1,Chương trình tiên tiến Kinh tế đối ngoại,THPTQG,D03,D,27.5,30,27.5,False,,,,,,,,,27.5,1,27.5,,Không đủ dữ liệu,False,sản_xuất_lao_động_phổ_thông_cơ_khí,major_name_keyword,high,Rất cao,6341.0,14.25411899313501,12.5,15.09746096830153,
NTH,NTH,Trường Đại học Ngoại thương,,,,,Kế toán - Kiểm toán,,,KTEH4.1,KTEH4.1,Chương trình tiên tiến Kinh tế đối ngoại,THPTQG,D04,D,27.5,30,27.5,False,,,,,,,,,27.5,1,27.5,,Không đủ dữ liệu,False,sản_xuất_lao_động_phổ_thông_cơ_khí,major_name_keyword,high,Rất cao,6341.0,14.25411899313501,12.5,15.09746096830153,
NTH,NTH,Trường Đại học Ngoại thương,,,,,Kế toán - Kiểm toán,,,KTEH4.1,KTEH4.1,Chương trình tiên tiến Kinh tế đối ngoại,THPTQG,D06,D,27.5,30,27.5,False,,,,,,,,,27.5,1,27.5,,Không đủ dữ liệu,False,sản_xuất_lao_động_phổ_thông_cơ_khí,major_name_keyword,high,Rất cao,6341.0,14.25411899313501,12.5,15.09746096830153,
NTH,NTH,Trường Đại học Ngoại thương,,,,,Kế toán - Kiểm toán,,,KTEH4.1,KTEH4.1,Chương trình tiên tiến Kinh tế đối ngoại,THPTQG,D07,D,27.5,30,27.5,False,,,,,,,,,27.5,1,27.5,,Không đủ dữ liệu,False,sản_xuất_lao_động_phổ_thông_cơ_khí,major_name_keyword,high,Rất cao,6341.0,14.25411899313501,12.5,15.09746096830153,
NTH,NTH,Trường Đại học Ngoại thương,,,,,Kế toán - Kiểm toán,,,KTEH4.1,KTEH4.1,Chương trình tiên tiến Kinh tế đối ngoại,THPTQG,A00,A,28.0,30,28.0,False,,,,,,,,,28.0,1,28.0,,Không đủ dữ liệu,False,sản_xuất_lao_động_phổ_thông_cơ_khí,major_name_keyword,high,Rất cao,6341.0,14.25411899313501,12.5,15.09746096830153,
NTH,NTH,Trường Đại học Ngoại thương,,,,,Kế toán - Kiểm toán,,,KTKH1.1,KTKH1.1,Chương trình tiêu chuẩn Kế toán - Kiểm toán,THPTQG,A00,A,27.8,30,27.8,False,,,,,,,,,27.8,1,27.8,,Không đủ dữ liệu,False,tài_chính_kế_toán_ngân_hàng_bảo_hiểm,major_name_keyword,high,Rất cao,5451.0,15.793481129585643,13.0,23.38726839112089,
NTH,NTH,Trường Đại học Ngoại thương,,,,,Kế toán - Kiểm toán,,,KTKH1.1,KTKH1.1,Chương trình tiêu chuẩn Kế toán - Kiểm toán,THPTQG,A01,A,27.3,30,27.3,False,,,,,,,,,27.3,1,27.3,,Không đủ dữ liệu,False,tài_chính_kế_toán_ngân_hàng_bảo_hiểm,major_name_keyword,high,Rất cao,5451.0,15.793481129585643,13.0,23.38726839112089,
NTH,NTH,Trường Đại học Ngoại thương,,,,,Kế toán - Kiểm toán,,,KTKH1.1,KTKH1.1,Chương trình tiêu chuẩn Kế toán - Kiểm toán,THPTQG,D01,D,27.3,30,27.3,False,,,,,,,,,27.3,1,27.3,,Không đủ dữ liệu,False,tài_chính_kế_toán_ngân_hàng_bảo_hiểm,major_name_keyword,high,Rất cao,5451.0,15.793481129585643,13.0,23.38726839112089,
NTH,NTH,Trường Đại học Ngoại thương,,,,,Kế toán - Kiểm toán,,,KTKH1.1,KTKH1.1,Chương trình tiêu chuẩn Kế toán - Kiểm toán,THPTQG,D02,D,27.3,30,27.3,False,,,,,,,,,27.3,1,27.3,,Không đủ dữ liệu,False,tài_chính_kế_toán_ngân_hàng_bảo_hiểm,major_name_keyword,high,Rất cao,5451.0,15.793481129585643,13.0,23.38726839112089,
NTH,NTH,Trường Đại học Ngoại thương,,,,,Kế toán - Kiểm toán,,,KTKH1.1,KTKH1.1,Chương trình tiêu chuẩn Kế toán - Kiểm toán,THPTQG,D03,D,27.3,30,27.3,False,,,,,,,,,27.3,1,27.3,,Không đủ dữ liệu,False,tài_chính_kế_toán_ngân_hàng_bảo_hiểm,major_name_keyword,high,Rất cao,5451.0,15.793481129585643,13.0,23.38726839112089,
NTH,NTH,Trường Đại học Ngoại thương,,,,,Kế toán - Kiểm toán,,,KTKH1.1,KTKH1.1,Chương trình tiêu chuẩn Kế toán - Kiểm toán,THPTQG,D04,D,27.3,30,27.3,False,,,,,,,,,27.3,1,27.3,,Không đủ dữ liệu,False,tài_chính_kế_toán_ngân_hàng_bảo_hiểm,major_name_keyword,high,Rất cao,5451.0,15.793481129585643,13.0,23.38726839112089,
NTH,NTH,Trường Đại học Ngoại thương,,,,,Kế toán - Kiểm toán,,,KTKH1.1,KTKH1.1,Chương trình tiêu chuẩn Kế toán - Kiểm toán,THPTQG,D06,D,27.3,30,27.3,False,,,,,,,,,27.3,1,27.3,,Không đủ dữ liệu,False,tài_chính_kế_toán_ngân_hàng_bảo_hiểm,major_name_keyword,high,Rất cao,5451.0,15.793481129585643,13.0,23.38726839112089,
NTH,NTH,Trường Đại học Ngoại thương,,,,,Kế toán - Kiểm toán,,,KTKH1.1,KTKH1.1,Chương trình tiêu chuẩn Kế toán - Kiểm toán,THPTQG,D07,D,27.3,30,27.3,False,,,,,,,,,27.3,1,27.3,,Không đủ dữ liệu,False,tài_chính_kế_toán_ngân_hàng_bảo_hiểm,major_name_keyword,high,Rất cao,5451.0,15.793481129585643,13.0,23.38726839112089,
NTH,NTH,Trường Đại học Ngoại thương,,,,,Kế toán - Kiểm toán,,,KTKH2.1,KTKH2.1,Chương trình ĐHNNQT Kế toán - Kiểm toán theo định hướng ACCA,THPTQG,A00,A,27.8,30,27.8,False,,,,,,,,,27.8,1,27.8,,Không đủ dữ liệu,False,tài_chính_kế_toán_ngân_hàng_bảo_hiểm,major_name_keyword,high,Rất cao,5451.0,15.793481129585643,13.0,23.38726839112089,
NTH,NTH,Trường Đại học Ngoại thương,,,,,Kế toán - Kiểm toán,,,KTKH2.1,KTKH2.1,Chương trình ĐHNNQT Kế toán - Kiểm toán theo định hướng ACCA,THPTQG,A01,A,27.3,30,27.3,False,,,,,,,,,27.3,1,27.3,,Không đủ dữ liệu,False,tài_chính_kế_toán_ngân_hàng_bảo_hiểm,major_name_keyword,high,Rất cao,5451.0,15.793481129585643,13.0,23.38726839112089,
NTH,NTH,Trường Đại học Ngoại thương,,,,,Kế toán - Kiểm toán,,,KTKH2.1,KTKH2.1,Chương trình ĐHNNQT Kế toán - Kiểm toán theo định hướng ACCA,THPTQG,D01,D,27.3,30,27.3,False,,,,,,,,,27.3,1,27.3,,Không đủ dữ liệu,False,tài_chính_kế_toán_ngân_hàng_bảo_hiểm,major_name_keyword,high,Rất cao,5451.0,15.793481129585643,13.0,23.38726839112089,
NTH,NTH,Trường Đại học Ngoại thương,,,,,Kế toán - Kiểm toán,,,KTKH2.1,KTKH2.1,Chương trình ĐHNNQT Kế toán - Kiểm toán theo định hướng ACCA,THPTQG,D02,D,27.3,30,27.3,False,,,,,,,,,27.3,1,27.3,,Không đủ dữ liệu,False,tài_chính_kế_toán_ngân_hàng_bảo_hiểm,major_name_keyword,high,Rất cao,5451.0,15.793481129585643,13.0,23.38726839112089,
NTH,NTH,Trường Đại học Ngoại thương,,,,,Kế toán - Kiểm toán,,,KTKH2.1,KTKH2.1,Chương trình ĐHNNQT Kế toán - Kiểm toán theo định hướng ACCA,THPTQG,D03,D,27.3,30,27.3,False,,,,,,,,,27.3,1,27.3,,Không đủ dữ liệu,False,tài_chính_kế_toán_ngân_hàng_bảo_hiểm,major_name_keyword,high,Rất cao,5451.0,15.793481129585643,13.0,23.38726839112089,
NTH,NTH,Trường Đại học Ngoại thương,,,,,Kế toán - Kiểm toán,,,KTKH2.1,KTKH2.1,Chương trình ĐHNNQT Kế toán - Kiểm toán theo định hướng ACCA,THPTQG,D04,D,27.3,30,27.3,False,,,,,,,,,27.3,1,27.3,,Không đủ dữ liệu,False,tài_chính_kế_toán_ngân_hàng_bảo_hiểm,major_name_keyword,high,Rất cao,5451.0,15.793481129585643,13.0,23.38726839112089,
