year,exam_program,province_code,candidate_count,mean_math_score,mean_literature_score,mean_physics_score,mean_chemistry_score,mean_biology_score,mean_history_score,mean_geography_score,mean_civics_score,mean_economics_law_score,mean_informatics_score,mean_industrial_technology_score,mean_agricultural_technology_score,mean_foreign_language_score,mean_a00_score,mean_a01_score,mean_a02_score,mean_b00_score,mean_c00_score,mean_c01_score,mean_c02_score,mean_d01_score,mean_d07_score,count_math_score,count_literature_score,count_physics_score,count_chemistry_score,count_biology_score,count_history_score,count_geography_score,count_civics_score,count_economics_law_score,count_informatics_score,count_industrial_technology_score,count_agricultural_technology_score,count_foreign_language_score,count_a00_score,count_a01_score,count_a02_score,count_b00_score,count_c00_score,count_c01_score,count_c02_score,count_d01_score,count_d07_score
2022,pre_2025,3,22399,6.9162,7.6877,7.0774,6.8453,5.174,6.852,7.0848,8.5922,,,,,5.7761,21.8796,21.4298,20.204,19.9802,21.5319,22.903,22.6551,20.8298,21.1583,22307,22089,7467,7449,7336,14655,14633,12494,0,0,0,0,19835,7400,7170,7295,7335,14616,7213,7208,19704,7122
2022,pre_2025,4,12575,6.7496,5.8221,6.6146,6.4938,4.6024,5.7868,6.2796,7.7546,,,,,5.7541,20.8099,20.5187,18.9071,18.8317,17.9353,20.1007,19.9435,18.658,20.3266,12433,12321,5312,5341,5271,7101,7042,5979,0,0,0,0,11004,5262,5020,5190,5268,7035,5151,5147,10907,4979
2022,pre_2025,5,5863,4.6968,5.2522,6.534,6.5025,4.9671,5.5772,6.0706,7.1603,,,,,3.7898,20.4861,19.597,18.8793,18.9178,16.8236,19.9674,19.9266,13.8972,19.5073,5723,5809,492,499,479,5322,5296,4705,0,0,0,0,5222,484,470,466,479,5293,460,459,5200,464
2022,pre_2025,6,5043,5.1731,5.7354,6.739,6.9624,5.1868,6.3991,6.4624,7.6642,,,,,4.2015,21.3513,20.5152,19.5971,19.9253,18.5052,20.9199,21.1734,15.3044,20.7513,4757,4945,523,525,479,4446,4431,3787,0,0,0,0,4297,507,468,462,477,4426,447,447,4270,455
2022,pre_2025,7,3662,5.8156,5.0397,6.4891,6.4693,5.162,6.2866,6.6957,7.8385,,,,,4.2674,20.4554,18.9853,19.121,19.1068,17.9388,19.3616,19.335,15.379,18.9468,3547,3624,598,602,577,3053,3045,2597,0,0,0,0,3167,597,567,572,577,3044,565,565,3165,566
2022,pre_2025,8,7204,6.2278,6.537,6.9892,6.9455,5.6373,6.5357,6.9821,8.3396,,,,,4.7276,21.7573,20.662,20.4585,20.4276,19.9919,21.6398,21.5845,17.7978,20.605,7077,7150,1231,1238,1216,5922,5920,5121,0,0,0,0,6350,1223,1196,1201,1216,5911,1195,1195,6336,1192
2022,pre_2025,9,8425,5.7901,6.3657,6.9697,7.3974,5.9796,6.7318,6.7968,8.1583,,,,,4.6617,22.1703,20.8476,20.7826,21.2125,19.8434,21.5538,21.9885,16.9739,21.3014,8237,8339,1040,1053,1017,7318,7297,6747,0,0,0,0,7769,1028,994,993,1017,7295,980,980,7746,989
2022,pre_2025,10,9608,5.5302,5.8966,6.6373,6.6117,5.2996,6.2562,6.6796,8.0355,,,,,4.4288,20.9394,20.1049,19.5889,19.584,18.7231,20.8083,20.7633,16.4763,20.0119,9343,9458,1227,1235,1154,8244,8218,6339,0,0,0,0,7566,1199,1145,1120,1154,8215,1114,1113,7517,1122
2022,pre_2025,11,3053,5.5515,6.2704,6.5364,6.4398,5.5088,6.5608,6.8471,8.0957,,,,,4.2053,20.5373,19.7711,19.647,19.5146,19.6154,20.8437,20.729,16.414,19.6409,2888,3022,275,274,256,2734,2727,2225,0,0,0,0,2509,268,256,251,256,2723,252,251,2499,252
2022,pre_2025,12,15083,5.922,6.5312,6.6213,6.9096,4.8922,6.0977,6.4821,7.7019,,,,,4.7188,21.3202,19.9582,19.289,19.5977,19.0365,21.1935,21.4579,17.7658,20.2282,14809,14901,3229,3262,3198,11707,11681,9161,0,0,0,0,12340,3213,3099,3155,3195,11671,3104,3107,12284,3097
2022,pre_2025,13,8048,5.6219,6.1888,6.8778,7.1421,5.5398,6.2647,6.5332,7.7599,,,,,4.9496,21.9532,21.1277,20.3619,20.6439,18.9116,21.5932,21.8514,17.2064,21.3899,7849,7991,863,869,849,7124,7113,5768,0,0,0,0,6636,855,830,837,849,7112,821,821,6618,825
2022,pre_2025,14,11325,5.2874,5.7953,6.8589,6.9841,5.5119,6.1627,6.546,8.0579,,,,,4.0302,21.6063,20.0811,20.1252,20.2766,18.4449,20.9654,21.1207,15.3621,20.2497,10830,11218,976,993,946,10265,10241,8598,0,0,0,0,9528,961,918,916,946,10231,903,903,9498,909
2022,pre_2025,15,15808,6.4464,6.9626,7.1457,7.1017,5.3139,6.8866,7.1032,8.4725,,,,,5.0641,22.2633,20.8246,20.4676,20.444,20.9532,22.0931,22.0469,18.9171,20.7638,15628,15653,3023,3043,2991,12657,12630,10284,0,0,0,0,13284,3011,2914,2959,2990,12626,2900,2901,13254,2904
2022,pre_2025,16,13873,6.9199,7.4367,7.3913,7.095,5.5423,7.1724,7.2457,8.7799,,,,,5.6549,22.5634,21.3365,21.0197,20.7292,21.847,22.9361,22.6205,20.9288,21.0048,13724,13691,4083,4089,4005,9671,9650,6424,0,0,0,0,10396,4068,3906,3986,4004,9643,3928,3927,10358,3895
2022,pre_2025,17,15624,5.9337,6.2328,6.9688,6.519,4.932,6.1462,6.5037,7.9801,,,,,5.2337,21.3792,21.2454,19.8138,19.3794,18.8047,21.5104,21.0444,18.008,20.7372,15451,15458,2673,2676,2618,12807,12769,10119,0,0,0,0,12662,2648,2547,2590,2616,12764,2545,2543,12600,2530
2022,pre_2025,18,20553,6.4693,6.8214,7.0425,6.9164,5.183,6.5578,6.9719,8.2388,,,,,5.0729,21.8724,20.6317,20.1416,20.0297,20.2791,22.0012,21.854,18.8361,20.4713,20391,20315,4961,4979,4887,15414,15399,12428,0,0,0,0,17270,4936,4799,4847,4887,15390,4773,4774,17202,4785
2022,pre_2025,19,15850,6.8753,7.0834,7.504,7.2358,4.8944,6.7376,6.9188,8.2355,,,,,5.4292,22.7297,21.2281,20.3824,20.1285,20.6619,22.7339,22.4642,19.8361,20.9426,15758,15660,5493,5496,5418,10239,10203,8207,0,0,0,0,13643,5469,5358,5394,5418,10198,5334,5332,13575,5338
2022,pre_2025,21,20422,6.7051,6.8253,7.0926,6.8414,4.8872,6.3796,6.8128,8.3394,,,,,5.174,21.8957,20.6621,19.9253,19.7011,19.9377,22.0558,21.79,19.3231,20.3779,20328,20166,6008,6023,5930,14187,14151,11044,0,0,0,0,17045,5974,5836,5881,5929,14146,5806,5798,16975,5805
2022,pre_2025,22,13885,6.6268,5.7593,6.8998,6.9151,4.6019,6.1336,6.4898,7.8797,,,,,4.9796,21.8001,20.1882,19.4804,19.5122,18.3217,20.7543,20.74,17.9961,20.1581,13734,13632,3994,4000,3922,9725,9707,7437,0,0,0,0,11328,3963,3819,3892,3922,9699,3780,3778,11257,3799
2022,pre_2025,23,9575,5.342,6.8858,6.9569,7.0577,5.144,6.2743,6.6394,8.0553,,,,,4.247,21.9062,20.3435,20.0049,20.105,19.7794,21.9605,22.0481,16.807,20.4421,9430,9489,1242,1253,1207,8287,8235,7149,0,0,0,0,8344,1238,1175,1192,1205,8231,1173,1173,8329,1171
2022,pre_2025,24,9183,6.9814,7.3626,7.1202,7.0892,5.0967,6.6164,6.9472,8.5065,,,,,5.1184,22.2067,20.8087,20.208,20.2065,20.8284,22.6977,22.6487,20.0175,20.7437,9053,9035,2833,2846,2784,6191,6167,4964,0,0,0,0,7837,2813,2738,2754,2784,6161,2723,2721,7798,2727
2022,pre_2025,25,19769,7.4022,7.2144,7.2363,7.3347,5.5067,7.0967,7.3623,8.6591,,,,,5.6135,22.5758,20.9384,20.7349,20.8433,21.6529,22.4491,22.5381,20.5567,21.0237,19667,19401,9880,9904,9746,9625,9629,7640,0,0,0,0,17436,9850,9608,9698,9746,9621,9563,9565,17357,9593
2022,pre_2025,26,20145,6.9973,6.3923,6.9317,7.0415,5.1975,6.6466,6.9556,8.4172,,,,,5.1508,21.8832,20.3339,20.0301,20.1655,19.8277,21.4454,21.5414,18.9038,20.4161,20002,19658,8420,8478,8309,11420,11391,9180,0,0,0,0,17432,8380,8073,8217,8307,11381,8044,8040,17323,8049
2022,pre_2025,27,10501,6.9995,7.3565,7.4279,7.3403,5.4505,7.02,7.2755,8.6724,,,,,5.4594,22.8694,21.3589,20.9851,20.9054,21.594,23.0228,22.9181,20.3146,21.249,10374,10325,3320,3335,3257,7051,7026,5725,0,0,0,0,8990,3307,3191,3229,3257,7020,3176,3173,8956,3183
2022,pre_2025,28,37466,6.0801,7.1818,6.9888,6.7468,4.7621,6.2031,6.6064,8.0405,,,,,4.5117,21.5881,19.9788,19.5933,19.3633,19.9642,22.0733,21.8026,18.1922,19.6956,36933,36859,9334,9365,9121,27621,27560,23173,0,0,0,0,32397,9269,8908,9034,9117,27525,8852,8842,32261,8870
2022,pre_2025,29,36564,6.319,7.2085,6.9417,7.0878,4.9474,6.4133,6.6939,7.9685,,,,,4.5574,21.8718,19.9195,19.7041,19.8861,20.2995,21.9919,22.1233,18.3063,20.0244,36240,35854,10219,10297,10088,25950,25901,22750,0,0,0,0,32586,10159,9692,9950,10085,25888,9663,9658,32458,9642
2022,pre_2025,30,17304,6.548,7.3409,7.2908,7.2247,5.0463,6.6928,7.0376,8.3073,,,,,4.9872,22.5603,20.87,20.3643,20.3242,21.068,22.6545,22.5792,19.3518,20.7697,17122,17018,4140,4170,4054,13011,13005,10475,0,0,0,0,14462,4120,3921,4007,4053,12993,3904,3904,14411,3907
2022,pre_2025,31,11115,5.9306,6.0962,6.7585,6.9193,4.9278,6.3491,6.5454,7.873,,,,,4.6235,21.3452,19.9346,19.3326,19.5099,18.9145,20.8071,20.9554,16.7429,20.0682,10962,10962,2033,2031,1966,9028,8982,8440,0,0,0,0,10388,2014,1916,1950,1966,8976,1907,1902,10355,1899
2022,pre_2025,32,8643,6.2001,5.6023,6.8412,6.8171,4.719,5.9795,6.3756,7.621,,,,,4.5209,21.4536,20.0545,19.3388,19.3435,17.9177,20.3005,20.2793,16.3999,19.9961,8462,8449,2586,2594,2506,5974,5954,5464,0,0,0,0,7944,2568,2442,2482,2506,5942,2423,2422,7891,2428
2022,pre_2025,33,13296,6.4913,6.4485,6.9162,7.0456,4.8868,6.1432,6.4568,7.8001,,,,,4.8989,21.814,20.4921,19.6357,19.8138,19.0345,21.269,21.3739,17.9835,20.5888,13129,13084,4074,4133,4071,9075,9073,8350,0,0,0,0,12340,4061,3929,3999,4069,9049,3947,3946,12283,3919
2022,pre_2025,34,16739,6.355,5.9745,7.0044,6.9676,5.0443,6.0611,6.3834,7.5683,,,,,4.724,21.7335,20.2635,19.7953,19.7947,18.3127,20.9574,20.908,17.1781,20.2045,16504,16555,5627,5671,5604,10977,10954,10310,0,0,0,0,15860,5607,5532,5539,5601,10943,5514,5513,15819,5520
2022,pre_2025,35,13295,6.3818,6.5324,6.9039,6.9447,4.587,5.8719,6.3089,7.2901,,,,,5.0575,21.5096,20.13,19.1469,19.1991,18.5384,21.4088,21.4472,18.2867,20.1533,13144,13167,4770,4772,4715,8463,8457,7299,0,0,0,0,11952,4755,4623,4699,4714,8452,4665,4665,11920,4610
2022,pre_2025,36,4730,6.2959,5.3732,6.8485,6.8079,5.1057,6.2032,6.5366,7.8585,,,,,4.5795,21.3033,19.9591,19.5925,19.5664,17.9658,20.1721,20.1333,16.4402,19.8847,4640,4655,1582,1573,1532,3121,3113,2806,0,0,0,0,4340,1568,1523,1527,1532,3106,1517,1514,4319,1511
2022,pre_2025,37,18489,6.6291,6.1976,7.0467,7.0441,5.1267,6.3583,6.6177,8.023,,,,,5.3103,21.903,21.0449,19.9886,20.0034,19.065,21.2921,21.2842,18.2347,21.0292,18346,18312,6065,6077,6000,12348,12317,11600,0,0,0,0,17578,6039,5934,5964,6000,12315,5930,5931,17518,5915
2022,pre_2025,38,14075,6.0453,6.0193,6.7281,6.8274,5.0104,6.1251,6.5345,7.8388,,,,,4.5723,21.0699,19.7292,19.2539,19.3854,18.5473,20.5442,20.6453,16.7515,19.8155,13828,13838,4437,4467,4365,9500,9468,8777,0,0,0,0,13104,4411,4276,4310,4364,9462,4261,4260,13047,4256
2022,pre_2025,39,10874,6.2239,5.5682,6.5087,6.6001,4.6879,5.7391,6.241,7.3315,,,,,4.6382,20.7163,19.7176,18.7919,18.8964,17.4275,19.9453,20.0378,16.5073,19.789,10734,10755,3286,3292,3239,7525,7504,7062,0,0,0,0,10275,3269,3181,3217,3239,7501,3197,3195,10238,3168
2022,pre_2025,40,20348,5.8628,5.9998,6.3185,6.3443,4.6355,5.6014,6.2092,7.4049,,,,,4.4109,20.1425,19.1746,18.4071,18.4559,17.6742,20.0663,20.0846,16.4668,19.1665,20122,20015,6394,6414,6271,13765,13727,12295,0,0,0,0,18532,6352,6139,6214,6270,13719,6131,6130,18445,6109
2022,pre_2025,41,14025,6.4235,6.0327,6.5296,6.3731,4.747,5.8869,6.4656,7.7547,,,,,5.272,20.3552,19.8488,18.7256,18.5809,18.2139,20.2516,20.0898,18.1542,19.6723,13928,13844,6063,6052,5979,7876,7826,5912,0,0,0,0,11905,6027,5868,5956,5976,7816,5917,5914,11834,5837
2022,pre_2025,42,14102,6.6172,6.7184,6.7007,6.7806,5.289,6.3123,6.7632,8.0833,,,,,5.3016,21.1061,20.4981,19.599,19.6917,19.6755,21.253,21.3261,18.6958,20.5486,13973,13914,4943,4942,4863,9058,9044,8486,0,0,0,0,13289,4903,4776,4828,4863,9040,4797,4799,13219,4743
2022,pre_2025,43,10702,6.2323,5.8226,6.3312,6.0801,4.6736,5.8937,6.485,7.9492,,,,,4.868,19.6589,18.8628,18.2449,18.0062,18.0278,19.6233,19.366,17.277,18.5935,10597,10578,4636,4633,4563,6026,6007,5142,0,0,0,0,9706,4616,4548,4547,4563,6006,4532,4530,9675,4531
2022,pre_2025,44,12797,7.1453,7.0819,7.006,7.0643,5.7445,6.9612,7.209,8.7209,,,,,6.2542,21.8498,21.4642,20.5394,20.5933,21.1944,21.9703,22.0168,20.874,21.5244,12685,12640,5654,5665,5598,7033,6988,4976,0,0,0,0,10374,5622,5324,5556,5597,6984,5547,5545,10331,5298
2022,pre_2025,45,5875,6.038,6.0706,6.352,6.4873,4.8299,5.7581,6.3124,7.531,,,,,4.615,20.2771,19.3326,18.6093,18.7728,18.063,20.0888,20.2072,16.8512,19.4443,5810,5814,1644,1655,1634,4180,4153,3841,0,0,0,0,5483,1634,1606,1614,1634,4149,1614,1614,5460,1601
2022,pre_2025,46,9763,6.4257,6.5611,6.4211,6.4441,4.9222,6.0607,6.5392,7.9468,,,,,4.9298,20.2219,19.4073,18.6873,18.7179,18.9983,20.5613,20.5788,18.1349,19.4168,9610,9657,4076,4089,4036,5632,5605,4958,0,0,0,0,8974,4063,3996,4014,4036,5603,3997,4000,8955,3989
2022,pre_2025,47,12727,6.3928,6.507,6.6454,6.6433,5.0796,6.0928,6.5448,7.8931,,,,,4.9925,20.8057,20.0035,19.2291,19.2368,19.0435,20.8798,20.8708,17.9958,19.9784,12526,12588,4007,3999,3928,8640,8609,8073,0,0,0,0,12035,3971,3920,3903,3928,8606,3900,3895,11984,3889
2022,pre_2025,48,31363,6.2934,5.9136,6.5349,6.4502,4.6988,5.9495,6.3944,7.7942,,,,,5.3438,20.432,20.042,18.6706,18.6094,18.1021,20.2001,20.0996,18.1448,19.9328,31153,31052,10740,10775,10676,20358,20266,14627,0,0,0,0,25123,10680,10313,10588,10674,20259,10538,10539,25009,10277
2022,pre_2025,49,15321,6.6775,6.2256,6.479,6.7586,5.1106,6.4194,6.7913,8.3817,,,,,5.1899,20.6274,19.5523,18.976,19.27,19.1713,20.3892,20.6636,18.3821,19.8233,15145,15195,7236,7260,7199,8000,7946,6221,0,0,0,0,13406,7220,7142,7160,7199,7941,7154,7153,13372,7131
2022,pre_2025,50,15038,6.4848,6.6375,6.3988,6.6477,5.2934,6.4226,6.7846,8.2044,,,,,4.986,20.4104,19.3513,19.0417,19.3111,19.6598,20.6759,20.9152,18.2975,19.5821,14866,14871,5969,6028,5952,8963,8882,7742,0,0,0,0,13641,5957,5867,5882,5950,8879,5873,5874,13621,5856
2022,pre_2025,51,18574,6.533,6.8321,6.5844,6.6032,5.4076,6.6671,7.0717,8.3322,,,,,5.2143,20.6057,19.8432,19.4012,19.4448,20.4293,21.0817,21.0909,18.7349,19.8437,18327,18408,6816,6847,6791,11643,11605,10620,0,0,0,0,17336,6783,6668,6726,6789,11601,6719,6716,17286,6643
2022,pre_2025,52,12661,6.7289,6.4836,6.3196,6.133,4.6153,6.0416,6.5897,8.0543,,,,,5.8378,19.8089,19.8292,18.2874,18.1138,18.9456,20.3094,20.1172,19.3925,19.612,12574,12565,6691,6694,6657,5904,5885,4637,0,0,0,0,11154,6669,6525,6633,6657,5884,6621,6620,11122,6506
2022,pre_2025,53,15028,6.8209,7.0255,6.5961,6.7193,5.1486,6.3633,6.823,8.2792,,,,,5.2109,20.7754,19.8248,19.1903,19.3206,19.9774,21.3056,21.4262,19.1712,19.9358,14873,14882,7490,7527,7453,7429,7396,6792,0,0,0,0,14229,7475,7385,7405,7453,7392,7397,7396,14198,7377
2022,pre_2025,54,14325,6.0018,6.1887,6.1783,6.1869,5.1956,6.281,6.5796,8.0218,,,,,4.5923,19.5619,18.763,18.5775,18.6169,18.902,19.9639,19.953,17.0421,18.7488,13964,14159,4007,4059,4000,10216,10171,8619,0,0,0,0,12547,3988,3910,3929,4000,10167,3917,3916,12516,3895
2022,pre_2025,55,12195,6.4867,6.5575,6.4543,6.8077,5.5273,6.3692,6.7501,8.1214,,,,,5.1797,20.8243,20.0295,19.4629,19.9889,19.5692,20.8272,21.0757,18.4442,20.2546,11899,11684,4347,4612,4519,7477,7427,6323,0,0,0,0,10510,4309,4142,4218,4515,7418,4143,4142,10448,4117
2022,pre_2025,56,12301,6.5062,5.7961,6.4963,6.6514,5.3785,6.3348,6.8007,8.2169,,,,,4.9345,20.6671,19.7895,19.3831,19.5416,18.7226,20.1939,20.346,17.4973,19.9208,12185,12189,4273,4312,4271,7953,7941,6535,0,0,0,0,10688,4264,4134,4223,4270,7937,4213,4211,10669,4126
2022,pre_2025,57,10327,6.5394,5.8894,6.7913,6.8304,5.7735,6.4905,7.0018,8.438,,,,,5.0928,21.2293,20.3384,20.1792,20.222,19.2078,20.6964,20.7397,17.7628,20.3602,10222,10244,3137,3156,3126,7136,7111,6186,0,0,0,0,9275,3122,3077,3092,3125,7109,3090,3088,9256,3064
2022,pre_2025,58,9461,5.745,5.7596,6.1104,6.4879,5.2655,5.8537,6.4085,7.7955,,,,,4.186,19.82,18.6948,18.6002,19.0187,17.8147,19.7673,20.1287,15.8143,19.0537,9291,9366,2249,2285,2254,7149,7119,6488,0,0,0,0,8711,2240,2206,2209,2253,7115,2202,2199,8691,2201
2022,pre_2025,59,9985,5.9224,6.41,6.1988,6.254,5.0826,6.0263,6.426,7.9056,,,,,4.4483,19.6856,18.8753,18.5008,18.5756,18.6907,20.246,20.2924,16.9301,18.9219,9801,9891,2863,2907,2880,7049,6995,6402,0,0,0,0,9233,2855,2809,2830,2880,6992,2826,2823,9215,2805
2022,pre_2025,60,6413,6.678,6.9154,6.631,6.5785,5.4641,6.6548,6.9546,8.2926,,,,,5.0378,20.7229,19.8914,19.6165,19.5955,20.4447,21.2292,21.1629,18.7743,19.8022,6209,6291,2287,2319,2265,4051,4034,3512,0,0,0,0,5760,2269,2223,2216,2265,4030,2215,2213,5738,2208
2022,pre_2025,61,10692,6.1763,6.6117,6.034,6.0868,5.0702,6.2797,6.669,8.132,,,,,4.4751,19.1736,18.0509,18.1286,18.2121,19.445,19.8294,19.8638,17.26,18.075,10538,10546,4729,4770,4705,5877,5856,5662,0,0,0,0,10350,4714,4654,4652,4704,5852,4642,4641,10319,4641
2022,pre_2025,62,6413,5.4812,6.4668,6.3172,6.8952,5.1703,6.2833,6.5972,7.6998,,,,,4.0463,20.8516,19.0808,19.1124,19.7686,19.2927,20.7131,21.3104,16.0659,19.6523,5980,6303,789,806,740,5566,5531,4795,0,0,0,0,5528,783,707,719,740,5523,706,703,5515,704
2022,pre_2025,63,6852,6.0172,5.4059,6.3161,6.4361,4.7278,6.0808,6.4818,7.618,,,,,4.1244,20.1756,18.592,18.4287,18.5696,17.8437,19.3337,19.441,15.6818,18.6826,6773,6733,2356,2357,2305,4446,4432,4085,0,0,0,0,6387,2338,2268,2287,2303,4431,2259,2257,6358,2256
2022,pre_2025,64,6549,5.8683,6.0688,6.1896,6.4777,5.1507,6.0861,6.6046,8.0197,,,,,4.0596,19.8493,18.1884,18.5192,18.8243,18.643,19.7347,20.011,16.0801,18.4673,6428,6471,1922,1949,1918,4582,4548,4248,0,0,0,0,6146,1915,1883,1885,1918,4546,1877,1878,6135,1879
2023,pre_2025,1,102095,6.6052,7.1951,6.8061,6.2964,6.049,5.8831,6.0051,8.2191,,,,,6.2108,20.9091,21.541,20.671,20.16,19.1496,21.613,21.0877,20.5296,20.9842,100309,100600,26054,26021,25729,74453,74332,60444,0,0,0,0,84597,25879,24705,25603,25724,74293,25327,25321,84115,24583
2023,pre_2025,2,84851,6.9188,6.5351,6.3395,6.6991,6.4326,6.1859,6.1897,8.6159,,,,,6.7603,20.3976,20.8314,20.1323,20.5097,18.9185,20.2466,20.5896,20.4412,21.147,83655,83114,46799,47099,46799,36549,36373,28995,0,0,0,0,71511,46608,42958,46343,46790,36346,46114,46111,71035,42881
2023,pre_2025,3,22723,6.6351,7.4475,6.8649,6.7171,6.5394,6.3024,6.4329,8.786,,,,,6.0611,21.2895,21.2796,21.1172,20.9735,20.0883,22.2344,22.0745,20.695,21.0995,22474,22437,7139,7126,7066,15289,15277,12568,0,0,0,0,19457,7099,6893,7040,7064,15265,6998,6991,19385,6863
2023,pre_2025,4,13133,6.5251,6.0162,6.5064,6.4658,5.9982,5.5641,5.7742,8.0721,,,,,6.1129,20.476,20.6112,20.0076,19.9773,17.4025,19.9822,19.9168,19.0683,20.5096,12876,12871,5391,5408,5359,7509,7480,6173,0,0,0,0,11221,5362,5064,5312,5353,7468,5292,5288,11155,5041
2023,pre_2025,5,6286,4.3154,5.2703,6.3289,6.5583,6.1001,5.2037,5.537,7.2386,,,,,3.8336,20.0765,19.4756,19.6743,19.9364,15.9451,19.6416,19.893,13.5694,19.7201,6093,6219,466,463,442,5771,5757,5048,0,0,0,0,5504,458,436,437,441,5755,430,429,5492,430
2023,pre_2025,6,5046,4.8925,5.7855,6.5139,6.8195,6.4184,5.919,5.9144,7.7582,,,,,4.2787,20.7459,20.3091,20.3504,20.6619,17.5097,20.3709,20.6828,15.1762,20.6709,4686,4935,629,619,573,4332,4320,3620,0,0,0,0,4225,611,581,565,573,4316,564,562,4198,563
2023,pre_2025,7,3838,5.5779,6.5102,6.1338,6.3106,6.3018,6.0181,6.2294,7.8216,,,,,4.3647,19.5486,18.2584,19.5243,19.7134,18.6951,19.9696,20.1278,16.5723,18.4107,3680,3782,740,743,714,3073,3064,2746,0,0,0,0,3452,738,706,709,714,3064,705,705,3448,704
2023,pre_2025,8,7866,5.8108,6.9692,6.6144,6.6432,6.6883,6.1411,6.4259,8.3554,,,,,4.8499,20.7539,20.0934,20.813,20.8435,19.4833,21.3555,21.3738,18.0594,20.1116,7692,7794,1265,1259,1236,6549,6537,5430,0,0,0,0,6672,1256,1232,1233,1236,6532,1228,1228,6654,1224
2023,pre_2025,9,8392,5.6024,6.5845,6.6194,7.2285,6.9464,6.394,6.2581,8.3314,,,,,5.0417,21.3392,20.5069,21.076,21.6797,19.183,21.1167,21.7182,17.4616,21.1128,8198,8319,1047,1056,1036,7280,7274,6607,0,0,0,0,7641,1043,1015,1024,1035,7272,1010,1010,7627,1013
2023,pre_2025,10,9353,5.2061,6.0978,6.4464,6.5754,6.5072,5.773,6.1563,8.2777,,,,,4.4928,20.4729,19.9912,20.4155,20.5528,17.9403,20.5324,20.6525,16.4081,20.0912,9047,9214,1165,1167,1118,8073,8047,6238,0,0,0,0,7335,1144,1093,1094,1117,8044,1082,1081,7302,1075
2023,pre_2025,11,2917,5.2385,6.2463,6.5091,6.898,6.5974,6.2377,6.3682,8.2588,,,,,4.3622,20.8316,20.1062,20.6289,20.9949,18.8137,20.5732,20.9353,16.1187,20.5053,2720,2862,303,304,285,2569,2566,2113,0,0,0,0,2399,301,283,284,285,2563,281,281,2392,283
2023,pre_2025,12,16153,5.6902,6.4723,6.5271,6.9443,6.2925,5.8145,5.947,8.0425,,,,,4.9607,21.115,20.0961,20.4674,20.8901,18.1821,20.8706,21.2796,17.7967,20.4982,15873,15983,3194,3209,3163,12826,12821,9636,0,0,0,0,12725,3185,3102,3141,3161,12814,3109,3109,12688,3099
2023,pre_2025,13,8235,5.3045,6.2842,6.6626,6.9867,6.3197,5.8323,6.0282,7.9401,,,,,4.8768,21.22,20.5701,20.5518,20.889,18.0874,20.9684,21.2888,16.8613,20.8942,8003,8179,824,830,814,7344,7333,5954,0,0,0,0,6764,820,805,804,814,7329,803,803,6757,801
2023,pre_2025,14,11773,4.9384,6.0669,6.4636,6.754,6.534,5.9516,6.1623,7.9579,,,,,4.1392,20.6065,19.6227,20.4225,20.713,18.1421,20.305,20.6204,15.2942,19.9293,11178,11626,990,999,962,10645,10626,9144,0,0,0,0,10096,981,935,945,962,10615,933,935,10079,928
2023,pre_2025,15,15874,6.1901,7.3049,6.9143,6.9998,6.6126,6.5666,6.5864,8.7683,,,,,5.3819,21.6312,20.6192,21.2413,21.34,20.4508,21.9632,22.0425,19.4757,20.6922,15632,15699,3120,3128,3094,12597,12583,9737,0,0,0,0,12832,3108,3055,3075,3092,12580,3054,3052,12808,3046
2023,pre_2025,16,14042,6.8632,7.7683,7.3451,7.1779,6.8347,6.9737,6.8987,9.1104,,,,,6.001,22.4385,21.5654,22.1013,21.9314,21.657,22.9979,22.8167,21.3412,21.3831,13840,13899,4123,4119,4080,9781,9772,6934,0,0,0,0,10990,4109,4018,4070,4078,9769,4041,4039,10966,4007
2023,pre_2025,17,16025,5.7332,6.4799,6.7954,6.4847,6.2296,5.7985,5.9686,8.2133,,,,,5.5015,20.9483,21.173,20.6915,20.3849,18.1793,21.268,20.9261,18.347,20.8324,15737,15824,2832,2833,2797,12997,12970,10087,0,0,0,0,12689,2814,2699,2779,2795,12958,2756,2754,12652,2685
2023,pre_2025,18,21080,6.1792,7.256,6.8842,6.8347,6.4008,6.1397,6.3368,8.4913,,,,,5.4501,21.412,20.6029,20.9818,20.938,19.675,22.031,21.969,19.3632,20.5378,20884,20889,5002,5015,4964,15906,15893,12369,0,0,0,0,17171,4993,4903,4943,4963,15887,4906,4906,17134,4898
2023,pre_2025,19,16724,6.7024,7.5459,7.2977,7.0434,6.2506,6.5782,6.4128,8.5904,,,,,5.8803,22.1326,21.3798,21.3463,21.0912,20.4684,22.7702,22.5077,20.5463,21.1112,16557,16556,5941,5939,5891,10624,10604,8429,0,0,0,0,14328,5923,5857,5876,5891,10600,5852,5847,14290,5842
2023,pre_2025,21,21934,6.5029,7.4696,6.8086,7.2014,6.323,6.0804,6.294,8.6495,,,,,5.2345,21.7126,20.1591,20.8367,21.237,19.7553,22.1644,22.5584,19.7797,20.5405,21748,21702,7380,7379,7324,14356,14337,10715,0,0,0,0,18017,7354,7244,7302,7324,14328,7254,7252,17964,7226
